household_id,date,location_type,climate_zone,household_size,income_level,inflation_rate,electricity_tariff_rate,past_month_units,ac_hours,fan_hours,next_month_units
19,2024-02-01,Rural,DryHot,6,Low,8.92,53.22,47.4,0.09,3.93,50.8
17,2018-04-01,Rural,DryHot,5,Low,5.64,44.85,46.2,0.44,2.34,44.3
5,2015-09-01,Urban,WetWarm,6,High,4.94,39.84,113.1,5.24,9.83,100.9
16,2018-08-01,Rural,DryHot,8,Low,6.5,44.19,53.7,0.23,1.89,62.5
15,2019-07-01,Rural,DryHot,7,Low,5.35,45.6,51.1,0.3,1.97,51.3
2,2017-03-01,Urban,WetWarm,4,High,3.88,42.42,100.7,4.82,8.9,97.6
13,2022-11-01,Semi-urban,DryHot,4,Middle,7.48,50.07,132.0,7.24,9.51,90.2
17,2020-07-01,Rural,DryHot,5,Low,6.81,47.2,45.0,0.21,3.56,42.6
12,2019-02-01,Semi-urban,WetWarm,4,Low,8.61,46.29,41.1,0.22,2.53,43.3
20,2020-12-01,Rural,DryHot,8,Low,5.4,47.17,59.9,0.68,2.6,65.5
6,2019-12-01,Urban,Cool,5,Middle,6.71,46.48,49.5,0.51,4.64,65.2
15,2024-07-01,Rural,DryHot,7,Low,9.49,52.0,56.9,0.62,1.6,48.4
2,2020-07-01,Urban,WetWarm,4,High,6.81,47.2,93.5,4.24,9.06,104.3
10,2020-08-01,Semi-urban,WetWarm,6,Middle,4.72,47.66,95.4,3.94,7.03,114.3
6,2015-09-01,Urban,Cool,5,Middle,4.94,39.84,64.2,1.76,4.56,45.5
19,2017-08-01,Rural,DryHot,6,Low,5.69,43.38,50.3,0.44,1.63,45.3
17,2015-11-01,Rural,DryHot,5,Low,3.63,39.56,52.0,0.9,2.88,52.1
2,2021-06-01,Urban,WetWarm,4,High,6.92,48.43,82.1,3.27,7.93,80.0
3,2019-06-01,Urban,Cool,3,Middle,4.79,45.98,55.9,1.57,5.88,41.3
7,2018-11-01,Urban,WetWarm,4,Middle,4.94,45.11,81.1,3.17,9.73,88.4
4,2018-05-01,Urban,Cool,7,High,6.91,43.42,65.9,1.24,5.61,59.0
2,2015-03-01,Urban,WetWarm,4,High,4.31,39.53,84.0,3.5,9.14,108.9
2,2021-11-01,Urban,WetWarm,4,High,5.9,48.14,84.5,3.44,9.69,84.7
7,2024-08-01,Urban,WetWarm,4,Middle,8.43,53.8,95.4,4.41,6.93,80.5
12,2024-12-01,Semi-urban,WetWarm,4,Low,8.25,53.18,49.6,0.96,1.13,
15,2019-06-01,Rural,DryHot,7,Low,4.79,45.98,57.1,0.74,1.09,51.1
15,2016-04-01,Rural,DryHot,7,Low,4.55,40.52,56.1,0.64,3.59,58.9
15,2017-04-01,Rural,DryHot,7,Low,4.36,41.99,48.1,0.02,1.56,55.2
20,2019-06-01,Rural,DryHot,8,Low,4.79,45.98,55.6,0.33,3.14,52.1
10,2021-02-01,Semi-urban,WetWarm,6,Middle,7.0,48.02,111.9,5.19,8.5,84.7
14,2023-06-01,Semi-urban,WetWarm,7,Middle,8.09,52.46,119.3,5.37,8.54,111.3
15,2021-08-01,Rural,DryHot,7,Low,6.4,49.03,55.2,0.44,3.35,54.1
8,2016-03-01,Urban,WetWarm,2,High,4.66,41.43,95.3,5.11,6.26,95.8
14,2017-06-01,Semi-urban,WetWarm,7,Middle,5.6,43.5,112.7,5.13,6.12,113.7
6,2018-06-01,Urban,Cool,5,Middle,4.67,44.51,51.4,0.69,3.28,66.4
1,2015-02-01,Urban,WetWarm,2,High,3.76,38.74,95.4,5.0,8.55,80.7
19,2015-01-01,Rural,DryHot,6,Low,5.85,40.12,47.4,0.22,2.67,55.0
6,2023-03-01,Urban,Cool,5,Middle,9.8,51.48,52.7,0.85,3.49,57.7
14,2021-05-01,Semi-urban,WetWarm,7,Middle,6.75,48.98,93.8,3.36,8.75,92.1
11,2022-08-01,Semi-urban,WetWarm,7,Middle,4.83,50.03,100.3,3.98,8.24,105.2
20,2015-09-01,Rural,DryHot,8,Low,4.94,39.84,63.1,0.93,2.68,53.4
13,2021-09-01,Semi-urban,DryHot,4,Middle,8.17,49.5,86.5,3.65,8.22,99.9
16,2019-06-01,Rural,DryHot,8,Low,4.79,45.98,53.5,0.17,1.5,59.0
10,2019-09-01,Semi-urban,WetWarm,6,Middle,6.4,44.99,118.5,5.82,6.12,112.2
20,2018-05-01,Rural,DryHot,8,Low,6.91,43.42,61.4,0.74,2.69,63.9
14,2020-12-01,Semi-urban,WetWarm,7,Middle,5.4,47.17,113.8,5.1,7.44,88.6
17,2021-07-01,Rural,DryHot,5,Low,6.41,49.22,54.0,0.94,2.1,46.0
6,2020-04-01,Urban,Cool,5,Middle,6.4,47.05,56.9,1.09,6.08,57.5
6,2021-12-01,Urban,Cool,5,Middle,7.61,49.29,47.3,0.16,6.81,44.6
11,2019-10-01,Semi-urban,WetWarm,7,Middle,6.79,46.41,119.1,5.49,9.8,68.3
3,2021-06-01,Urban,Cool,3,Middle,6.92,48.43,59.5,1.81,6.91,55.8
6,2019-01-01,Urban,Cool,5,Middle,5.85,47.0,43.9,0.06,4.83,49.8
12,2024-07-01,Semi-urban,WetWarm,4,Low,9.49,52.0,50.8,0.88,3.45,41.1
13,2018-04-01,Semi-urban,DryHot,4,Middle,5.64,44.85,140.4,7.91,13.72,127.7
6,2024-02-01,Urban,Cool,5,Middle,8.92,53.22,48.2,0.33,6.03,64.3
11,2021-11-01,Semi-urban,WetWarm,7,Middle,5.9,48.14,110.0,4.8,7.58,101.7
15,2022-05-01,Rural,DryHot,7,Low,7.33,50.32,53.2,0.41,2.04,55.6
9,2016-01-01,Semi-urban,WetWarm,5,Middle,4.7,41.48,109.3,5.26,9.54,113.6
11,2023-11-01,Semi-urban,WetWarm,7,Middle,7.94,51.31,69.8,1.43,6.9,122.7
12,2021-09-01,Semi-urban,WetWarm,4,Low,8.17,49.5,47.4,0.76,1.64,50.4
12,2022-05-01,Semi-urban,WetWarm,4,Low,7.33,50.32,49.1,0.83,2.73,49.6
19,2021-06-01,Rural,DryHot,6,Low,6.92,48.43,52.1,0.57,2.31,49.2
13,2019-09-01,Semi-urban,DryHot,4,Middle,6.4,44.99,114.2,6.0,8.46,105.1
17,2024-11-01,Rural,DryHot,5,Low,9.1,53.13,44.2,0.2,1.75,44.5
13,2022-06-01,Semi-urban,DryHot,4,Middle,6.78,50.22,90.6,4.05,6.64,114.7
14,2023-08-01,Semi-urban,WetWarm,7,Middle,8.07,51.87,92.6,3.28,7.88,125.9
12,2017-11-01,Semi-urban,WetWarm,4,Low,5.01,42.21,49.9,0.89,3.29,48.4
20,2020-03-01,Rural,DryHot,8,Low,6.58,46.09,59.7,0.66,2.38,63.1
20,2021-07-01,Rural,DryHot,8,Low,6.41,49.22,54.4,0.21,3.17,52.4
14,2021-12-01,Semi-urban,WetWarm,7,Middle,7.61,49.29,97.2,3.73,6.27,96.9
9,2022-08-01,Semi-urban,WetWarm,5,Middle,4.83,50.03,109.3,5.26,7.76,96.0
7,2021-04-01,Urban,WetWarm,4,Middle,7.83,47.9,102.2,4.94,9.24,84.9
14,2018-02-01,Semi-urban,WetWarm,7,Middle,5.72,44.1,98.3,3.93,6.43,90.1
16,2016-08-01,Rural,DryHot,8,Low,3.6,42.39,57.9,0.39,3.64,60.4
15,2018-07-01,Rural,DryHot,7,Low,4.34,44.49,50.4,0.16,3.51,52.9
10,2023-08-01,Semi-urban,WetWarm,6,Middle,8.07,51.87,119.3,5.77,7.09,103.9
9,2023-04-01,Semi-urban,WetWarm,5,Middle,9.92,52.84,99.2,4.41,6.61,95.6
5,2020-01-01,Urban,WetWarm,6,High,7.09,48.14,112.6,5.2,7.63,89.8
14,2024-11-01,Semi-urban,WetWarm,7,Middle,9.1,53.13,122.9,5.68,8.52,93.0
20,2017-09-01,Rural,DryHot,8,Low,5.1,42.5,60.7,0.8,1.82,56.1
15,2021-06-01,Rural,DryHot,7,Low,6.92,48.43,53.3,0.35,1.78,54.3
17,2015-04-01,Rural,DryHot,5,Low,1.75,40.36,44.7,0.21,3.45,51.0
1,2022-12-01,Urban,WetWarm,2,High,8.4,50.51,83.6,3.95,8.56,75.0
9,2020-01-01,Semi-urban,WetWarm,5,Middle,7.09,48.14,93.3,3.99,7.65,98.0
5,2021-12-01,Urban,WetWarm,6,High,7.61,49.29,110.1,5.1,7.37,116.0
8,2016-12-01,Urban,WetWarm,2,High,4.19,41.66,81.0,3.69,9.49,85.7
13,2018-09-01,Semi-urban,DryHot,4,Middle,7.29,44.53,102.5,5.01,6.7,94.0
16,2021-10-01,Rural,DryHot,8,Low,7.89,49.62,54.3,0.15,3.4,60.2
9,2021-07-01,Semi-urban,WetWarm,5,Middle,6.41,49.22,96.1,4.16,7.81,84.7
2,2022-03-01,Urban,WetWarm,4,High,6.81,49.83,98.8,4.65,7.88,82.7
4,2017-09-01,Urban,Cool,7,High,5.1,42.5,58.2,0.6,6.27,75.2
8,2017-07-01,Urban,WetWarm,2,High,6.06,41.63,78.4,3.58,7.17,75.0
4,2018-02-01,Urban,Cool,7,High,5.72,44.1,55.2,0.43,3.71,56.5
20,2017-03-01,Rural,DryHot,8,Low,3.88,42.42,52.2,0.11,2.37,62.1
9,2020-09-01,Semi-urban,WetWarm,5,Middle,6.43,47.17,96.0,4.26,6.83,109.7
13,2018-10-01,Semi-urban,DryHot,4,Middle,5.61,43.66,94.0,4.35,7.76,101.2
9,2015-01-01,Semi-urban,WetWarm,5,Middle,5.85,40.12,92.2,3.85,9.96,93.1
14,2015-11-01,Semi-urban,WetWarm,7,Middle,3.63,39.56,55.8,0.6,3.33,124.6
16,2022-12-01,Rural,DryHot,8,Low,8.4,50.51,60.4,0.6,3.39,57.1
18,2023-11-01,Rural,DryHot,6,Low,7.94,51.31,56.6,0.93,2.16,54.4
7,2022-01-01,Urban,WetWarm,4,Middle,6.2,49.99,100.1,4.72,7.93,84.2
15,2020-12-01,Rural,DryHot,7,Low,5.4,47.17,48.7,0.06,2.32,49.2
5,2016-11-01,Urban,WetWarm,6,High,4.88,41.19,106.8,4.92,7.23,90.8
7,2019-12-01,Urban,WetWarm,4,Middle,6.71,46.48,101.6,4.87,7.84,88.4
16,2020-04-01,Rural,DryHot,8,Low,6.4,47.05,59.4,0.58,2.47,61.2
2,2021-09-01,Urban,WetWarm,4,High,8.17,49.5,112.9,5.85,6.71,80.9
19,2016-11-01,Rural,DryHot,6,Low,4.88,41.19,53.9,0.72,2.01,48.2
18,2019-01-01,Rural,DryHot,6,Low,5.85,47.0,51.8,0.52,2.83,47.6
19,2024-11-01,Rural,DryHot,6,Low,9.1,53.13,56.2,0.89,1.07,50.9
15,2024-09-01,Rural,DryHot,7,Low,8.7,53.58,56.4,0.64,1.66,60.4
4,2016-07-01,Urban,Cool,7,High,3.33,41.55,70.3,1.7,6.18,73.5
4,2019-11-01,Urban,Cool,7,High,6.18,45.03,55.5,0.42,5.31,61.2
15,2016-07-01,Rural,DryHot,7,Low,3.33,41.55,56.0,0.69,2.51,57.5
4,2017-08-01,Urban,Cool,7,High,5.69,43.38,70.5,1.56,6.55,58.2
13,2021-11-01,Semi-urban,DryHot,4,Middle,5.9,48.14,87.8,3.79,7.5,106.4
10,2021-11-01,Semi-urban,WetWarm,6,Middle,5.9,48.14,117.8,5.65,9.92,86.3
13,2019-08-01,Semi-urban,DryHot,4,Middle,5.03,45.1,127.2,6.96,11.2,114.2
17,2023-12-01,Rural,DryHot,5,Low,7.95,51.32,47.4,0.46,1.49,44.2
10,2021-01-01,Semi-urban,WetWarm,6,Middle,7.42,48.84,92.4,3.69,6.18,111.9
12,2018-12-01,Semi-urban,WetWarm,4,Low,5.9,44.28,42.7,0.44,1.49,48.7
1,2020-05-01,Urban,WetWarm,2,High,6.62,49.01,99.0,5.16,8.38,95.7
18,2016-11-01,Rural,DryHot,6,Low,4.88,41.19,53.6,0.78,2.2,51.1
10,2023-05-01,Semi-urban,WetWarm,6,Middle,7.79,51.55,119.8,5.71,9.22,116.5
5,2016-01-01,Urban,WetWarm,6,High,4.7,41.48,98.7,4.07,8.93,104.1
4,2016-08-01,Urban,Cool,7,High,3.6,42.39,73.5,1.91,5.8,71.0
19,2021-04-01,Rural,DryHot,6,Low,7.83,47.9,47.1,0.16,1.52,50.9
7,2018-08-01,Urban,WetWarm,4,Middle,6.5,44.19,94.9,4.31,9.25,97.7
19,2023-09-01,Rural,DryHot,6,Low,8.1,51.89,47.8,0.23,1.9,57.2
7,2020-12-01,Urban,WetWarm,4,Middle,5.4,47.17,86.8,3.62,8.79,109.4
9,2024-09-01,Semi-urban,WetWarm,5,Middle,8.7,53.58,86.5,3.31,8.82,89.7
8,2018-03-01,Urban,WetWarm,2,High,5.37,43.57,95.1,5.0,6.81,81.5
3,2023-02-01,Urban,Cool,3,Middle,7.16,53.38,61.3,1.89,6.77,58.4
9,2019-09-01,Semi-urban,WetWarm,5,Middle,6.4,44.99,108.9,5.24,8.31,97.0
11,2021-04-01,Semi-urban,WetWarm,7,Middle,7.83,47.9,91.1,3.12,8.52,94.8
4,2022-12-01,Urban,Cool,7,High,8.4,50.51,56.8,0.63,3.75,63.0
7,2022-12-01,Urban,WetWarm,4,Middle,8.4,50.51,94.5,4.27,8.09,93.4
20,2018-02-01,Rural,DryHot,8,Low,5.72,44.1,62.7,0.98,1.23,59.7
9,2017-12-01,Semi-urban,WetWarm,5,Middle,5.13,43.91,108.6,5.19,9.51,113.4
17,2020-02-01,Rural,DryHot,5,Low,5.63,47.98,52.4,0.91,1.15,45.9
2,2021-10-01,Urban,WetWarm,4,High,7.89,49.62,80.9,3.15,8.28,84.5
2,2018-06-01,Urban,WetWarm,4,High,4.67,44.51,110.2,5.66,9.09,106.8
14,2016-08-01,Semi-urban,WetWarm,7,Middle,3.6,42.39,96.9,3.62,9.58,94.9
6,2023-07-01,Urban,Cool,5,Middle,6.92,52.71,52.1,0.66,4.44,63.3
13,2020-01-01,Semi-urban,DryHot,4,Middle,7.09,48.14,119.0,6.17,12.1,122.1
10,2019-02-01,Semi-urban,WetWarm,6,Middle,8.61,46.29,98.4,4.14,7.55,117.4
9,2020-02-01,Semi-urban,WetWarm,5,Middle,5.63,47.98,98.0,4.41,7.21,91.9
14,2017-02-01,Semi-urban,WetWarm,7,Middle,5.78,41.98,109.5,4.76,9.22,117.9
17,2017-12-01,Rural,DryHot,5,Low,5.13,43.91,50.2,0.72,2.99,43.1
19,2022-10-01,Rural,DryHot,6,Low,7.72,50.29,46.0,0.1,1.77,47.0
1,2017-11-01,Urban,WetWarm,2,High,5.01,42.21,84.6,4.02,9.46,77.8
7,2019-08-01,Urban,WetWarm,4,Middle,5.03,45.1,112.3,5.87,7.66,105.3
13,2018-03-01,Semi-urban,DryHot,4,Middle,5.37,43.57,126.5,6.81,12.96,140.4
12,2020-11-01,Semi-urban,WetWarm,4,Low,6.29,47.83,40.9,0.11,3.03,43.0
18,2023-04-01,Rural,DryHot,6,Low,9.92,52.84,56.2,0.79,2.4,50.9
12,2018-08-01,Semi-urban,WetWarm,4,Low,6.5,44.19,40.2,0.16,2.55,42.2
18,2015-02-01,Rural,DryHot,6,Low,3.76,38.74,45.1,0.01,1.65,45.6
3,2015-02-01,Urban,Cool,3,Middle,3.76,38.74,46.7,0.86,3.87,42.1
18,2016-10-01,Rural,DryHot,6,Low,6.66,40.85,54.3,0.9,1.03,53.6
6,2015-01-01,Urban,Cool,5,Middle,5.85,40.12,58.3,1.22,6.74,55.3
11,2023-02-01,Semi-urban,WetWarm,7,Middle,7.16,53.38,112.2,4.76,9.33,124.7
19,2019-07-01,Rural,DryHot,6,Low,5.35,45.6,55.8,0.86,3.35,53.6
18,2017-05-01,Rural,DryHot,6,Low,3.98,41.54,54.2,0.83,1.7,49.0
6,2018-11-01,Urban,Cool,5,Middle,4.94,45.11,63.3,1.68,5.19,59.4
13,2022-05-01,Semi-urban,DryHot,4,Middle,7.33,50.32,150.0,8.66,12.57,90.6
11,2020-08-01,Semi-urban,WetWarm,7,Middle,4.72,47.66,115.8,5.18,9.93,101.5
16,2023-04-01,Rural,DryHot,8,Low,9.92,52.84,61.1,0.67,2.04,59.7
5,2021-11-01,Urban,WetWarm,6,High,5.9,48.14,86.5,3.15,6.41,110.1
2,2020-10-01,Urban,WetWarm,4,High,7.62,47.43,102.4,4.91,7.71,84.8
16,2015-07-01,Rural,DryHot,8,Low,4.18,41.28,59.0,0.5,3.48,61.7
9,2016-04-01,Semi-urban,WetWarm,5,Middle,4.55,40.52,116.7,5.93,9.54,106.5
18,2015-08-01,Rural,DryHot,6,Low,3.63,39.43,54.3,0.71,3.53,56.9
10,2015-03-01,Semi-urban,WetWarm,6,Middle,4.31,39.53,111.6,5.36,6.57,114.2
4,2024-07-01,Urban,Cool,7,High,9.49,52.0,54.0,0.34,3.98,63.1
7,2017-04-01,Urban,WetWarm,4,Middle,4.36,41.99,107.9,5.46,7.84,106.5
20,2016-09-01,Rural,DryHot,8,Low,5.3,42.99,59.9,0.67,3.64,53.3
1,2016-10-01,Urban,WetWarm,2,High,6.66,40.85,44.6,0.99,3.31,92.2
4,2023-04-01,Urban,Cool,7,High,9.92,52.84,51.9,0.16,4.94,69.1
10,2023-09-01,Semi-urban,WetWarm,6,Middle,8.1,51.89,103.9,4.59,6.01,84.2
20,2018-09-01,Rural,DryHot,8,Low,7.29,44.53,59.5,0.6,1.8,56.9
8,2024-08-01,Urban,WetWarm,2,High,8.43,53.8,100.9,5.4,6.17,88.6
11,2016-04-01,Semi-urban,WetWarm,7,Middle,4.55,40.52,102.9,4.3,8.14,110.9
13,2021-04-01,Semi-urban,DryHot,4,Middle,7.83,47.9,112.7,5.5,13.25,109.2
7,2019-02-01,Urban,WetWarm,4,Middle,8.61,46.29,90.9,3.9,9.55,113.4
15,2015-06-01,Rural,DryHot,7,Low,3.68,40.2,48.1,0.0,1.57,60.4
2,2015-11-01,Urban,WetWarm,4,High,3.63,39.56,47.8,0.65,6.82,92.5
18,2022-12-01,Rural,DryHot,6,Low,8.4,50.51,49.4,0.26,3.74,57.8
13,2018-07-01,Semi-urban,DryHot,4,Middle,4.34,44.49,108.3,5.29,12.32,139.5
3,2022-07-01,Urban,Cool,3,Middle,7.22,50.86,51.6,1.33,3.24,38.7
11,2018-03-01,Semi-urban,WetWarm,7,Middle,5.37,43.57,102.8,4.24,6.27,113.7
4,2023-11-01,Urban,Cool,7,High,7.94,51.31,62.6,0.93,5.79,57.0
19,2015-10-01,Rural,DryHot,6,Low,4.05,39.64,46.8,0.07,3.49,51.5
14,2021-07-01,Semi-urban,WetWarm,7,Middle,6.41,49.22,106.6,4.45,8.41,97.9
10,2016-04-01,Semi-urban,WetWarm,6,Middle,4.55,40.52,89.0,3.41,7.98,101.7
10,2019-03-01,Semi-urban,WetWarm,6,Middle,6.58,46.65,117.4,5.62,9.01,98.4
11,2022-11-01,Semi-urban,WetWarm,7,Middle,7.48,50.07,125.4,5.93,8.53,115.9
8,2016-09-01,Urban,WetWarm,2,High,5.3,42.99,90.3,4.61,6.5,47.6
